Id,SalePrice
1,124747.090191042
2,158358.170643966
3,163968.826642766
4,180996.993797765
5,212434.696144522
6,167653.758036348
7,159671.29377539
8,157453.418459818
9,199549.40417864
10,127958.859147735
11,205158.414428459
12,103628.795589972
13,102871.874339307
14,147345.50358077
15,132841.923604799
16,358737.163928719
17,251724.448894998
18,307229.062357557
19,288750.386479801
20,435658.511189625
21,312013.666383943
22,216765.348495417
23,169935.073091864
24,180749.463358865
25,217031.566267525
26,202596.396610023
27,309677.974384009
28,238736.196446454
29,200436.674863696
30,215103.895246055
31,208358.2045305
32,96354.7568655046
33,176757.479723114
34,320515.665460321
35,299346.878276407
36,224161.076759853
37,180374.759770605
38,164347.8450215
39,161374.221875094
40,142544.071628804
41,155417.459266713
42,156354.196275878
43,309957.189758231
44,247867.898564354
45,220967.966981918
46,170780.874441171
47,225100.239734454
48,187040.495006861
49,156660.622955775
50,147963.823159325
51,147211.22713011
52,162372.874458022
53,137556.280176488
54,143668.780019809
55,162186.849244222
56,147696.097294207
57,160080.829710819
58,138753.140129416
59,231184.567678357
60,136119.750969851
61,138679.321719469
62,160332.7738815
63,105838.014961598
64,123211.567777475
65,125545.298043227
66,120524.246542273
67,93608.6657454254
68,126633.304987296
69,143717.017106886
70,179038.666936368
71,110034.746716566
72,100372.550930546
73,138093.873961315
74,113366.017013049
75,152182.056396343
76,112010.314915267
77,78100.5506359683
78,167581.98367582
79,189721.622927458
80,109764.23411419
81,141636.301832076
82,125553.439966263
83,179982.465941969
84,82171.2672725041
85,106769.998592523
86,130610.004337902
87,132068.719904557
88,131460.143272256
89,117395.702065167
90,140452.474267022
91,129317.40301792
92,141309.929938622
93,165575.727982839
94,110807.378713396
95,161357.293828536
96,95573.3684130243
97,110297.510558292
98,96745.4445804531
99,71791.051466929
100,148525.375986601
101,127943.362018272
102,123787.625519633
103,125781.508356814
104,162293.609692958
105,159335.271560402
106,232499.905541406
107,85694.9257087082
108,211892.032079799
109,131939.808523968
110,139650.022554895
111,111933.322499736
112,140057.886312546
113,271362.943445627
114,136842.525037824
115,245972.040790845
116,228070.565285342
117,196598.853809833
118,136856.620212451
119,133870.289905022
120,205069.410594947
121,143225.812400839
122,131818.439819321
123,314658.220032274
124,229840.939678593
125,145010.06856111
126,71631.8388740579
127,101627.127629502
128,149637.043999855
129,104827.554664973
130,136309.672671683
131,104494.278065615
132,95089.6953348144
133,127851.759869107
134,119018.113316959
135,137904.228153784
136,212668.821674497
137,172711.127566694
138,190030.728101544
139,204461.697802612
140,197163.828172696
141,73945.8954606093
142,119710.687875108
143,68485.6210487033
144,255775.37130735
145,266147.030236773
146,167967.431656699
147,159441.219341
148,225361.433851854
149,198843.667949306
150,136639.350542239
151,146104.203680365
152,154932.061851915
153,153168.078138074
154,128955.696536239
155,87117.1899464373
156,82378.8844420724
157,90083.2543998918
158,122067.714802691
159,139299.263928542
160,161397.154515647
161,133590.730422898
162,144119.027588115
163,270735.063193119
164,209961.146962693
165,133838.503946086
166,172113.275077356
167,174807.508869539
168,315068.700203497
169,183429.082473873
170,295754.709079291
171,204561.167310352
172,226498.221774444
173,187927.518344365
174,174371.27288272
175,174529.157663598
176,150414.664436678
177,173421.997301851
178,206133.915565863
179,176748.714299299
180,253320.149935516
181,172894.713257415
182,220504.000485416
183,227249.005877391
184,244406.076814773
185,189231.204099263
186,164113.84926142
187,183146.259854338
188,136673.105102543
189,132522.924551817
190,114533.35976136
191,119198.1555286
192,104186.997768316
193,100085.503957611
194,154897.195434788
195,168870.905679478
196,142930.941619624
197,150001.530087411
198,151480.508678178
199,139563.481344852
200,148099.492270678
201,392630.455446418
202,388383.078835006
203,394002.558165506
204,256731.397373931
205,315360.896223551
206,339878.763908847
207,376192.588816043
208,328325.594447626
209,309289.855058828
210,368218.630166754
211,264931.232865425
212,408236.073762688
213,306500.072023636
214,255915.668000308
215,174246.596707105
216,171398.942809183
217,211408.005245738
218,394579.005837535
219,369564.276136787
220,300525.37116969
221,265020.689274238
222,336765.535078354
223,183665.218357929
224,203573.499491919
225,165550.307024543
226,181682.527243718
227,189133.957978872
228,200164.658786919
229,206941.888947478
230,208965.142611941
231,201610.524088816
232,307636.598827919
233,188724.593832714
234,168348.307381845
235,171595.697700232
236,286911.257369713
237,170526.823070826
238,381712.124158974
239,295646.419933343
240,229762.262374361
241,270749.780652841
242,244579.553406657
243,261283.919729616
244,299347.163756926
245,256984.93094071
246,400107.989927339
247,192939.553096288
248,199961.079713899
249,302512.058039841
250,218812.848129174
251,276857.394728864
252,242364.669608152
253,280999.593537536
254,206095.978041429
255,200350.292660348
256,191347.726714463
257,191248.298576164
258,132627.359411678
259,210270.538314791
260,248467.151646865
261,199160.60746511
262,134520.553390202
263,153214.390411
264,207071.987506669
265,245369.913081778
266,175349.489231555
267,155887.577138393
268,196312.387097406
269,148185.673513636
270,148710.906105892
271,125992.687243326
272,131592.727355198
273,119746.541355169
274,129914.94512242
275,138263.472747938
276,116803.820586175
277,320791.803009835
278,225013.313847854
279,244858.212758796
280,176086.835097805
281,176948.235274872
282,154481.767145844
283,168948.871290531
284,292399.106823863
285,212554.665931961
286,195135.512849377
287,228019.022189862
288,206755.865787296
289,157198.802630044
290,129535.630209045
291,246508.636360444
292,123654.768025109
293,145803.685059331
294,207903.46415613
295,170396.120269591
296,125381.255094818
297,120472.189137915
298,142572.350280787
299,157700.926696588
300,163847.837971039
301,144362.783496884
302,172408.818124135
303,184301.791307954
304,124853.017592867
305,168948.871290531
306,186055.781373939
307,203865.312386169
308,147160.133121638
309,189818.628124093
310,146278.897020468
311,129258.342569282
312,135084.797152179
313,133762.835241143
314,147302.931997328
315,137094.891486703
316,127010.661913674
317,110797.340033192
318,137902.781477956
319,115724.089602878
320,177702.980239168
321,136879.593237513
322,92935.3016592692
323,143502.814768776
324,101770.282479389
325,131718.159156864
326,143523.070871817
327,157359.146065346
328,61903.2594933546
329,113371.747264125
330,92621.1937503002
331,175990.133723302
332,141981.706047895
333,151224.590385765
334,149280.561694603
335,140509.949231163
336,127351.851750086
337,109390.847971157
338,126622.798617228
339,123694.044062197
340,117653.825200586
341,114140.484920747
342,118895.023574062
343,149955.902942407
344,136692.527527429
345,145051.562496086
346,114246.884646625
347,141940.548815194
348,117841.692968071
349,116652.868276576
350,144532.775727747
351,80976.885772561
352,106016.418039794
353,119885.71795993
354,98489.086915186
355,58365.9142130284
356,99255.4959201126
357,124905.181177324
358,144707.384211062
359,125424.787526705
360,67114.2931937397
361,107807.407252045
362,151476.030359625
363,48755.546993402
364,121412.787794698
365,125047.729758003
366,107244.944241119
367,99531.9038849427
368,121746.951313102
369,110517.469110633
370,134023.197688448
371,144162.603785953
372,90356.3491552494
373,132734.788033387
374,118021.981570257
375,133790.264986982
376,115177.756886783
377,93435.5468703895
378,129753.978174365
379,88106.8801211072
380,140890.223656915
381,148864.011586972
382,92615.8940174896
383,139736.88395606
384,146179.604327826
385,140484.089286209
386,170946.593874971
387,133883.82356782
388,64348.928544244
389,103647.179428269
390,127399.956277932
391,149510.659921875
392,135836.271269142
393,141915.643654633
394,187171.469318022
395,159343.933225683
396,231910.850828409
397,149844.110776717
398,130613.741202166
399,113116.006379015
400,151944.224194149
401,113116.006379015
402,313798.759568826
403,293887.223125597
404,293887.223125597
405,352363.979341323
406,354711.283600125
407,263756.202442978
408,295777.556386247
409,203711.193972179
410,248490.84854627
411,279032.547506061
412,175893.31770789
413,249880.342726446
414,131534.76025443
415,197494.098944869
416,176521.134132859
417,213231.979604702
418,225859.528760643
419,128684.681904391
420,131818.439819321
421,238431.758183197
422,274027.531820616
423,189166.427933027
424,206740.683583867
425,278309.408671221
426,314170.664140866
427,218540.902259248
428,305505.52320289
429,179088.531574357
430,132980.720391452
431,126911.012878399
432,111789.517452357
433,138977.614519743
434,131482.335832782
435,146141.411337601
436,122099.267019081
437,125969.01854888
438,121766.807382021
439,135987.793255396
440,149462.188734449
441,152977.425010678
442,139483.644751658
443,215831.729764686
444,132831.915559944
445,178616.399744656
446,135462.790629244
447,170044.663453432
448,119892.921147996
449,142095.085495783
450,128365.504491704
451,180161.581378707
452,260256.330984815
453,144893.810497212
454,56914.9177125822
455,262752.716955675
456,69632.2290915236
457,287241.43395272
458,142096.711665734
459,157626.498108493
460,134413.858652253
461,425431.341969321
462,340150.821666157
463,188279.482266794
464,250747.368718867
465,202829.157383385
466,395578.973157368
467,134162.716897555
468,159750.648953621
469,122092.979210999
470,119805.597392701
471,136022.294910529
472,134896.067477326
473,177068.596325098
474,166995.037685796
475,170269.090018041
476,171378.838442382
477,174963.118877854
478,165573.991022948
479,239695.502690713
480,207659.929204932
481,161549.762601776
482,183006.757403093
483,230047.294144547
484,336954.4334067
485,404498.634813607
486,175383.774170734
487,268849.613272352
488,188180.571655194
489,240015.516888462
490,186702.242310943
491,280295.681251347
492,230752.618787366
493,180444.097044921
494,186384.15287872
495,131678.0933715
496,333411.396070279
497,155710.021348498
498,336703.555822593
499,141411.578992457
500,114007.434326604
501,121532.688792743
502,105567.247941534
503,107662.228754918
504,110996.910408459
505,146483.831403445
506,156319.307976083
507,278528.464262553
508,385683.090614803
509,394142.362362513
510,401014.48958904
511,419088.54274048
512,363892.647999111
513,271924.846032184
514,336725.391771738
515,267710.558401808
516,303525.228166728
517,360797.484671299
518,316612.398244892
519,333137.738989132
520,209984.776082025
521,304143.865889507
522,224476.192466725
523,215130.359935714
524,173360.318153987
525,225039.066166018
526,213792.958750898
527,185700.004754516
528,169069.434405622
529,202596.396610023
530,217115.408703685
531,204735.453030163
532,209043.077828033
533,185609.35256947
534,245862.282701983
535,190459.63528904
536,253023.173523486
537,316521.827381935
538,301466.905028899
539,264914.052606007
540,304661.183614263
541,262589.388620008
542,260343.7123084
543,247124.399349311
544,282256.287975779
545,249635.484802189
546,218121.759681825
547,259946.017015128
548,201400.864718621
549,180335.715518414
550,217574.527680783
551,147349.719258358
552,189266.939719882
553,175220.604404887
554,180383.360962141
555,215192.123541136
556,181103.700158767
557,210324.68853882
558,126629.561238224
559,130578.120777866
560,106566.848058852
561,115407.337620197
562,178787.164833909
563,139571.334410403
564,247021.665473484
565,333734.288663248
566,178131.921609254
567,142616.682916701
568,151764.64663566
569,147501.14199913
570,258386.927844869
571,238355.595638865
572,245855.248597665
573,267166.536453988
574,160364.734462813
575,202792.795067798
576,199636.583408094
577,203713.331009348
578,230752.398723671
579,238142.015695847
580,334667.499522618
581,262636.72334486
582,199977.480474625
583,168295.013082977
584,179559.856447504
585,224561.197576377
586,143259.008038092
587,146600.805996836
588,140207.966406177
589,144077.93781967
590,201223.852366043
591,113390.561822961
592,139694.911964972
593,151379.417607752
594,83347.9652336544
595,147009.621253685
596,134882.946032931
597,129760.908022856
598,216367.3561987
599,148823.130204842
600,157330.035114411
601,172128.376708493
602,138300.530169792
