0,99837.0467037
1,127912.946394
2,133452.880177
3,154712.123895
4,180869.070211
5,135831.403626
6,135202.808927
7,130908.737373
8,154805.937934
9,98128.4232665
10,154606.893521
11,84944.9140847
12,80770.2246938
13,117879.275991
14,99740.3940484
15,290475.638482
16,202865.521457
17,247244.660913
18,244861.718444
19,362512.764239
20,245325.262994
21,183035.927067
22,142901.71018
23,142098.025119
24,176817.695481
25,160742.485336
26,258427.915188
27,179339.200976
28,152565.701591
29,178103.215388
30,166984.876356
31,76044.6480527
32,148352.876391
33,262255.753238
34,239058.788693
35,181736.839987
36,130351.187007
37,140802.819357
38,135680.314493
39,123710.749978
40,128896.769444
41,128868.169648
42,237440.884346
43,198833.502675
44,178929.425229
45,147042.332351
46,180747.412461
47,154904.306028
48,130890.858223
49,119403.638234
50,120346.416322
51,133559.564212
52,127288.524557
53,115111.540147
54,127897.03524
55,120723.118718
56,129078.692256
57,104444.580763
58,167103.226987
59,107488.85057
60,108332.682671
61,143086.069042
62,84993.9991954
63,89370.6915364
64,99376.0342985
65,96569.7393086
66,74828.7644813
67,99087.9709458
68,111298.730324
69,148191.983622
70,97806.5225561
71,72627.226351
72,109034.182727
73,89823.666616
74,117502.967482
75,89025.4162987
76,58414.0520329
77,119508.168967
78,141958.740432
79,87514.4785063
80,113988.965391
81,102688.552769
82,134566.890381
83,68209.0651069
84,93458.4631774
85,122639.783932
86,113467.659088
87,104634.47726
88,101562.000799
89,116612.973947
90,89754.5741693
91,113147.401523
92,118128.723796
93,90225.8180577
94,132508.132825
95,75834.926363
96,90135.0395364
97,92864.3361083
98,53168.6662731
99,119993.970632
100,93112.9484675
101,106046.784714
102,99719.2374923
103,121907.527548
104,134157.814495
105,171005.486639
106,66351.3718114
107,185335.742335
108,101887.107033
109,122290.159132
110,98034.5251223
111,103308.166211
112,182330.366981
113,106182.887607
114,185749.947396
115,198365.615091
116,148740.655642
117,114881.075896
118,112302.40644
119,162676.976232
120,121119.629265
121,106687.936302
122,231526.979738
123,178935.861791
124,120590.51208
125,52616.0684348
126,86872.3151722
127,114085.155186
128,78720.2728019
129,103819.451058
130,80256.8266391
131,70947.679254
132,106907.964028
133,89690.1438303
134,106048.156886
135,166148.926258
136,147400.790283
137,158174.004191
138,157506.169651
139,152088.73786
140,60926.3521077
141,109251.323904
142,50257.8206326
143,180562.715195
144,209439.771882
145,138549.037864
146,132216.365546
147,180871.228609
148,151421.250793
149,114344.321786
150,124044.846125
151,125855.988023
152,125655.298352
153,100899.695891
154,69506.5676934
155,64710.3648057
156,71088.7913705
157,101986.479814
158,119925.710471
159,127799.359851
160,112337.095169
161,123317.857064
162,207210.58274
163,174175.211272
164,107496.167191
165,140163.682775
166,147632.39562
167,238501.484002
168,152744.875843
169,240503.978625
170,174381.835415
171,192544.496216
172,153710.111331
173,144802.844339
174,149111.265564
175,128004.344515
176,137955.976784
177,150173.171037
178,142422.140007
179,185633.712966
180,140093.873961
181,190472.964314
182,176472.508415
183,194421.374347
184,147153.374995
185,138610.897707
186,134548.878531
187,106747.438228
188,106471.693993
189,89491.5127846
190,96478.3309295
191,83725.4707801
192,82435.9878753
193,117575.771021
194,118589.356727
195,113060.772336
196,115897.423658
197,117509.649088
198,106374.34497
199,124120.44943
200,330920.062463
201,287088.685183
202,288441.120809
203,305637.498555
204,244352.710579
205,268548.280292
206,313682.94498
207,284792.763813
208,252131.677909
209,280397.477963
210,217418.148619
211,321444.050357
212,242109.270175
213,194626.830429
214,159203.405807
215,152851.328118
216,180788.217962
217,326237.53438
218,283518.978822
219,243210.573339
220,207839.432185
221,266575.90681
222,151273.387981
223,160104.269844
224,145743.503751
225,140448.771241
226,152912.121529
227,159101.418849
228,165830.256576
229,178181.122189
230,170801.458826
231,223851.38279
232,154641.941528
233,145108.064038
234,139398.473601
235,210849.908694
236,140437.720511
237,298824.66234
238,261427.912183
239,202455.286743
240,231300.99247
241,190684.217953
242,197742.453502
243,225505.323088
244,206969.262225
245,311770.953779
246,158569.719746
247,165901.769763
248,229101.308082
249,176571.995698
250,231484.663037
251,200781.251207
252,227072.234156
253,169519.431659
254,163337.821951
255,145959.92869
256,147715.395686
257,105110.394131
258,168367.926412
259,190601.017565
260,147038.190188
261,104145.913169
262,126806.752571
263,158986.670579
264,191496.420064
265,142801.530983
266,121733.72228
267,150379.599889
268,127355.86714
269,118379.226178
270,107005.51095
271,108073.722128
272,97838.7183871
273,103032.481781
274,111054.612887
275,94269.4547834
276,211896.083893
277,197423.753693
278,180767.675215
279,147287.249659
280,149280.413033
281,124155.611648
282,148673.935461
283,216338.78258
284,164924.627822
285,136376.060783
286,176200.171944
287,155354.931197
288,121468.837959
289,100468.333621
290,202410.698616
291,96149.6604245
292,116029.123689
293,162018.357466
294,135756.047989
295,100729.139233
296,99558.0638203
297,115668.217927
298,123267.806919
299,132678.812025
300,121145.593799
301,128173.133567
302,157054.049413
303,102123.98742
304,120751.429402
305,150849.5352
306,158611.040387
307,110284.285653
308,141360.372509
309,123379.368726
310,99968.2128372
311,108213.212562
312,108277.963284
313,114182.394147
314,116541.608537
315,111264.204904
316,81991.5239667
317,109177.803453
318,95154.6296877
319,136440.48381
320,105299.383309
321,74541.1380102
322,116279.3352
323,88628.2689593
324,100278.166479
325,109162.286224
326,116383.274278
327,49302.6986857
328,80912.6079607
329,68726.7959736
330,142458.933277
331,112219.054385
332,124127.656756
333,129069.148691
334,108477.883505
335,108015.752191
336,95690.1970266
337,97818.4356399
338,95747.5239965
339,101070.391393
340,87814.0581675
341,101083.141142
342,119118.10462
343,112129.488642
344,117227.302764
345,93939.0409163
346,132025.886028
347,99485.8244414
348,92370.5524509
349,115399.59829
350,64050.2519028
351,80693.424212
352,94034.3152509
353,75945.6340387
354,45286.7424872
355,77986.9423762
356,98514.4954864
357,116992.316412
358,103865.524472
359,47539.5393871
360,93441.0886999
361,130945.116735
362,37625.1996418
363,100331.985782
364,102004.395526
365,97724.6806984
366,77418.3582253
367,101806.777406
368,107243.955624
369,112833.289218
370,108579.048806
371,70932.0785889
372,110532.667759
373,101954.556355
374,101696.440637
375,87298.5655201
376,77802.7712031
377,104354.727476
378,73364.8148423
379,101544.212091
380,103876.805344
381,80874.0411544
382,109022.938382
383,122747.658908
384,119607.326378
385,147053.760591
386,131914.770316
387,48753.9190054
388,85629.2144328
389,97419.448698
390,120641.998948
391,97645.9554581
392,104102.542747
393,138180.087743
394,134413.726188
395,185977.02782
396,109298.660776
397,96935.2379415
398,93260.4672208
399,124377.364539
400,93342.1360858
401,222724.69009
402,205685.403306
403,205747.057063
404,276792.331911
405,267094.026206
406,188874.469818
407,220175.74975
408,161635.857656
409,186667.832498
410,210373.480956
411,150463.934219
412,199135.671739
413,113621.855192
414,150010.349103
415,147688.503529
416,165281.260224
417,173903.536613
418,111364.779684
419,105909.358654
420,186521.623208
421,197929.327691
422,144390.120091
423,153061.598677
424,192300.96026
425,222589.52453
426,178399.291662
427,224518.098421
428,143754.327044
429,101757.013234
430,105422.714039
431,84874.4985188
432,108719.172179
433,101997.841417
434,113524.070507
435,105860.996316
436,110882.112464
437,103462.271698
438,115840.952251
439,133415.384314
440,136172.901165
441,119453.459078
442,195695.925403
443,110231.550801
444,144776.606029
445,96999.4537676
446,146452.961451
447,93898.5289351
448,112385.903075
449,97716.8593771
450,149092.022748
451,199003.470661
452,126829.445689
453,42425.4735765
454,199877.874388
455,54195.8261243
456,210894.169962
457,122659.418688
458,139309.588545
459,102911.233279
460,310543.257036
461,261455.447111
462,159599.808736
463,196348.586466
464,158091.11515
465,287509.302166
466,114803.301445
467,135691.639777
468,99419.5527845
469,110258.462624
470,115750.184546
471,110584.782248
472,145654.43606
473,141883.802113
474,140843.747787
475,146102.923889
476,148120.633284
477,138789.2855
478,194031.297949
479,174152.034477
480,133451.70581
481,149823.622166
482,191034.843028
483,278394.842134
484,325513.095497
485,135199.33024
486,243201.047438
487,147206.33498
488,191639.721178
489,144960.540558
490,201177.609895
491,168858.128438
492,145791.514786
493,141931.765531
494,114016.321269
495,235732.026885
496,118430.352054
497,243612.159974
498,112609.330491
499,89926.7385079
500,101382.244419
501,83894.7810408
502,87264.3335889
503,82303.0309983
504,113782.105074
505,109577.423352
