Id,SalePrice
1461,124808.7948
1462,160398.2069
1463,167761.1797
1464,197517.1763
1465,230632.8223
1466,170497.0402
1467,172110.2272
1468,165692.7315
1469,191489.3952
1470,120890.5184
1471,189287.9226
1472,107028.087
1473,100322.5959
1474,147346.3225
1475,121949.3545
1476,364542.7362
1477,254196.9096
1478,309660.5206
1479,311848.5876
1480,458964.0971
1481,304866.6973
1482,232800.6786
1483,181520.4573
1484,176576.1744
1485,222348.259
1486,200367.9464
1487,327483.0184
1488,219315.8451
1489,187459.8665
1490,225133.3385
1491,208851.3384
1492,94618.99082
1493,188331.595
1494,330250.1847
1495,298644.8204
1496,228170.2525
1497,157123.0202
1498,179884.7709
1499,172338.4739
1500,158665.8913
1501,163018.1194
1502,162658.2073
1503,292411.5412
1504,248762.424
1505,224555.6249
1506,188139.5748
1507,226208.1772
1508,195822.9533
1509,165927.2235
1510,149680.8128
1511,151502.9803
1512,168470.9935
1513,166291.4876
1514,143959.0111
1515,159095.4645
1516,151969.1542
1517,161766.9097
1518,127819.3252
1519,201439.7517
1520,133770.8821
1521,134324.0692
1522,185028.5241
1523,106373.442
1524,107876.7253
1525,123774.3873
1526,120770.8899
1527,93507.89773
1528,122931.6026
1529,137588.2607
1530,187303.0644
1531,126328.7693
1532,87584.01481
1533,135688.4074
1534,111913.5647
1535,145106.9821
1536,111035.0513
1537,71319.45775
1538,143315.584
1539,173353.3152
1540,109265.4805
1541,142765.5879
1542,129292.5202
1543,164279.9429
1544,86287.59148
1545,120170.2672
1546,160859.0501
1547,145085.9475
1548,130566.8334
1549,130134.1899
1550,147533.5254
1551,106481.2705
1552,141471.7798
1553,141685.3508
1554,113436.6944
1555,167057.1283
1556,94529.90064
1557,113455.3091
1558,122521.5781
1559,64680.31399
1560,150477.5411
1561,112536.5259
1562,135478.1897
1563,124267.6373
1564,149077.3628
1565,170480.6071
1566,207505.0628
1567,82016.86398
1568,238258.1186
1569,125828.0232
1570,157263.0076
1571,126075.8996
1572,125490.3576
1573,213425.4927
1574,131353.3567
1575,227588.4485
1576,254581.7624
1577,182364.0809
1578,145845.646
1579,142543.2872
1580,202767.7657
1581,154120.165
1582,133869.8119
1583,280988.0084
1584,221608.6541
1585,152643.5422
1586,63812.43472
1587,110907.6241
1588,140258.9335
1589,96254.1091
1590,127591.938
1591,98926.07351
1592,86545.69098
1593,135558.754
1594,109807.0289
1595,130774.9161
1596,206021.1583
1597,188093.624
1598,200275.7139
1599,194352.3334
1600,187755.9041
1601,76891.56562
1602,142178.119
1603,60930.69525
1604,215675.2264
1605,260346.4552
1606,174921.9028
1607,167209.5485
1608,226327.4748
1609,186083.4846
1610,145023.4236
1611,158036.0251
1612,158111.9633
1613,158365.4702
1614,125177.0184
1615,86801.41949
1616,80387.19355
1617,88449.77612
1618,129284.3195
1619,153439.1414
1620,159195.9099
1621,142694.2946
1622,157486.154
1623,255101.7607
1624,220300.8929
1625,134543.5173
1626,176231.0148
1627,187780.785
1628,292475.3652
1629,193427.7431
1630,302250.8479
1631,222445.2442
1632,245403.9521
1633,193536.9911
1634,183210.2887
1635,190338.363
1636,163198.3491
1637,172115.2713
1638,181573.2194
1639,178449.9664
1640,224945.3348
1641,175854.2001
1642,243949.5154
1643,218367.0887
1644,242562.8223
1645,182174.5306
1646,176309.5396
1647,163195.3693
1648,132350.7504
1649,133274.5735
1650,110970.851
1651,121060.6049
1652,104809.617
1653,104027.6456
1654,144323.2416
1655,141354.6079
1656,140787.0086
1657,143157.8829
1658,145351.9498
1659,130765.4175
1660,157496.9406
1661,420652.3077
1662,349015.8481
1663,349396.7341
1664,423814.3892
1665,302129.9803
1666,334283.3001
1667,397403.1122
1668,365208.493
1669,317118.6088
1670,344585.3295
1671,274049.0135
1672,399657.0342
1673,301344.564
1674,239068.6763
1675,207252.7653
1676,197615.1877
1677,230840.2918
1678,412198.5644
1679,349339.2707
1680,305171.6171
1681,258054.6631
1682,332033.7745
1683,190896.522
1684,198978.589
1685,187718.3857
1686,173516.4305
1687,191804.8693
1688,198443.4377
1689,207399.0762
1690,227309.4349
1691,217461.5484
1692,270535.922
1693,194824.3526
1694,185726.6304
1695,175128.2059
1696,255775.2462
1697,177216.5779
1698,370799.4873
1699,337160.206
1700,260833.9277
1701,295247.5745
1702,236276.3715
1703,242471.977
1704,276055.6113
1705,259282.9888
1706,386244.6078
1707,199965.5959
1708,209845.1751
1709,280993.9423
1710,221344.9481
1711,293517.7982
1712,253843.0777
1713,284783.0316
1714,213829.6232
1715,205442.2004
1716,179479.9271
1717,182438.8659
1718,130970.9507
1719,210518.9388
1720,234841.8322
1721,178672.7264
1722,128732.4099
1723,160269.1445
1724,195949.7234
1725,237366.6098
1726,179548.686
1727,150922.992
1728,185191.1492
1729,162860.5484
1730,147724.4275
1731,136341.0388
1732,136254.6901
1733,123145.1041
1734,128411.8906
1735,138999.2691
1736,118177.2457
1737,246225.262
1738,254031.0642
1739,219655.9208
1740,186779.1005
1741,189813.925
1742,155428.0895
1743,191469.5878
1744,263094.0568
1745,204018.7117
1746,162244.1818
1747,217656.5429
1748,190002.1881
1749,150044.4552
1750,124264.7275
1751,255177.5134
1752,119027.2722
1753,144776.697
1754,200725.3497
1755,169457.3472
1756,126084.2432
1757,125768.8046
1758,145252.3022
1759,152875.375
1760,166511.4052
1761,153784.4188
1762,156148.2821
1763,200318.7918
1764,128585.0682
1765,144932.0923
1766,189393.2804
1767,196392.5768
1768,134749.8091
1769,172323.7023
1770,156868.6992
1771,123523.6291
1772,135323.131
1773,135871.7115
1774,141199.0803
1775,148533.7683
1776,143099.5358
1777,99716.19969
1778,135991.4818
1779,120012.4675
1780,168162.4434
1781,129868.489
1782,93252.95844
1783,145960.6882
1784,113786.5316
1785,123220.3322
1786,134092.1856
1787,141515.081
1788,61533.08568
1789,97059.92063
1790,83667.14529
1791,178764.1472
1792,139700.5508
1793,156467.2459
1794,165351.103
1795,133955.8808
1796,137571.7659
1797,123016.1225
1798,120819.1992
1799,118343.9586
1800,129228.8193
1801,108306.0448
1802,128836.3031
1803,148540.9017
1804,141314.3522
1805,147024.3655
1806,118478.8926
1807,172725.663
1808,126525.2535
1809,115062.737
1810,144151.1335
1811,79754.34096
1812,99146.34238
1813,116758.0651
1814,93742.53577
1815,56018.9452
1816,96889.24123
1817,122551.9014
1818,146747.4671
1819,131297.0833
1820,56857.38802
1821,119795.4811
1822,167745.9129
1823,46453.16167
1824,126745.1576
1825,128320.8625
1826,127122.3204
1827,95849.4378
1828,129091.734
1829,141896.8989
1830,143377.1596
1831,132906.8961
1832,88097.47177
1833,139972.2219
1834,130579.7343
1835,124893.2919
1836,107101.1158
1837,98522.26588
1838,130669.29
1839,92901.94478
1840,122272.9507
1841,123502.7162
1842,103914.2834
1843,135121.9873
1844,155848.9293
1845,152513.5796
1846,188103.3804
1847,175226.086
1848,59803.2143
1849,108162.438
1850,119895.1732
1851,151229.1286
1852,117460.5719
1853,126195.0969
1854,167905.5982
1855,170904.2107
1856,232653.994
1857,132212.4309
1858,118016.8766
1859,117724.8789
1860,156643.561
1861,117860.9946
1862,266604.0582
1863,244842.4438
1864,244945.1999
1865,343861.6439
1866,326915.3681
1867,226867.9155
1868,268362.864
1869,201485.3063
1870,228278.5968
1871,257607.4609
1872,192138.0914
1873,248595.2177
1874,145520.9054
1875,184181.7861
1876,187303.082
1877,204387.3376
1878,214548.6282
1879,142709.1333
1880,132572.1771
1881,231387.9687
1882,238535.5429
1883,177590.649
1884,186185.0115
1885,227727.6278
1886,266254.7818
1887,224481.1098
1888,272357.4583
1889,179890.3497
1890,125264.1992
1891,133396.8932
1892,104190.4441
1893,134868.8105
1894,126165.0292
1895,140489.0213
1896,135731.3249
1897,142809.9414
1898,131844.3251
1899,147735.0426
1900,172534.2566
1901,175958.3648
1902,152590.5777
1903,254211.8776
1904,139437.9964
1905,181751.5052
1906,116507.568
1907,187402.6868
1908,116529.3169
1909,139940.8601
1910,120068.9986
1911,188428.8059
1912,244916.188
1913,163080.5993
1914,51733.78525
1915,245541.3337
1916,67111.94871
1917,255738.9819
1918,157062.8633
1919,179636.4747
1920,126710.153
1921,375757.3263
1922,322371.2152
1923,203235.8197
1924,243661.0526
1925,195871.3708
1926,347318.2313
1927,146613.979
1928,172898.5166
1929,124997.6799
1930,143825.0243
1931,147572.2527
1932,139338.6538
1933,183730.5164
1934,180803.9633
1935,177979.1882
1936,186374.5448
1937,188542.6397
1938,176120.1347
1939,243482.866
1940,221029.351
1941,168565.5624
1942,188699.7284
1943,241704.8963
1944,351669.0421
1945,407684.6641
1946,166866.9227
1947,315714.3255
1948,182613.0031
1949,239390.2178
1950,179362.7835
1951,241859.9481
1952,204508.5951
1953,182833.7775
1954,174420.8366
1955,146130.5608
1956,281745.4056
1957,145476.5881
1958,293781.5335
1959,140541.0807
1960,111871.539
1961,128455.6089
1962,104631.739
1963,109549.3057
1964,100168.8694
1965,140804.9292
1966,130518.5841
1967,294603.6506
1968,364265.7472
1969,365967.3408
1970,362146.1699
1971,489091.8812
1972,372784.5035
1973,318459.7916
1974,329870.4605
1975,461154.4577
1976,290145.1231
